reg;semaine;cl_age90;Nb_tests_PCR_TA_crible;Prc_tests_PCR_TA_crible;Nb_susp_501Y_V1;Prc_susp_501Y_V1;Nb_susp_501Y_V2_3;Prc_susp_501Y_V2_3;Nb_susp_IND;Prc_susp_IND;Nb_susp_ABS;Prc_susp_ABS
93;2021-03-05-2021-03-11;89;468;48.2;303;64.7;11;2.4;57;12.2;97;20.7
93;2021-03-05-2021-03-11;90;192;47.8;125;65.1;5;2.6;20;10.4;42;21.9
93;2021-03-06-2021-03-12;09;465;60.5;361;77.6;21;4.5;51;11;32;6.9
93;2021-03-06-2021-03-12;19;1499;55.5;1171;78.1;40;2.7;129;8.6;159;10.6
93;2021-03-06-2021-03-12;29;1605;52.7;1162;72.4;65;4;211;13.1;167;10.4
93;2021-03-06-2021-03-12;39;1602;52;1187;74.1;70;4.4;173;10.8;172;10.7
93;2021-03-06-2021-03-12;49;1890;55.2;1438;76.1;45;2.4;220;11.6;187;9.9
93;2021-03-06-2021-03-12;59;1732;53.5;1290;74.5;43;2.5;187;10.8;212;12.2
93;2021-03-06-2021-03-12;69;1238;51.6;890;71.9;28;2.3;120;9.7;200;16.2
93;2021-03-06-2021-03-12;79;806;51.3;584;72.5;25;3.1;88;10.9;109;13.5
93;2021-03-06-2021-03-12;89;452;47.7;306;67.7;13;2.9;51;11.3;82;18.1
93;2021-03-06-2021-03-12;90;187;47.8;124;66.3;6;3.2;18;9.6;39;20.9
93;2021-03-07-2021-03-13;09;475;62.1;372;78.3;21;4.4;51;10.7;31;6.5
93;2021-03-07-2021-03-13;19;1490;54.9;1164;78.1;39;2.6;126;8.5;161;10.8
93;2021-03-07-2021-03-13;29;1625;53.2;1176;72.4;65;4;215;13.2;169;10.4
93;2021-03-07-2021-03-13;39;1635;52.6;1213;74.2;68;4.2;173;10.6;181;11.1
93;2021-03-07-2021-03-13;49;1860;55.3;1422;76.5;42;2.3;217;11.7;179;9.6
93;2021-03-07-2021-03-13;59;1698;52.9;1261;74.3;38;2.2;186;11;213;12.5
93;2021-03-07-2021-03-13;69;1222;51.6;882;72.2;29;2.4;116;9.5;195;16
93;2021-03-07-2021-03-13;79;809;50.9;585;72.3;26;3.2;87;10.8;111;13.7
93;2021-03-07-2021-03-13;89;446;47.1;305;68.4;17;3.8;44;9.9;80;17.9
93;2021-03-07-2021-03-13;90;180;47;122;67.8;6;3.3;17;9.4;35;19.4
93;2021-03-08-2021-03-14;09;472;61.6;369;78.2;21;4.4;52;11;30;6.4
93;2021-03-08-2021-03-14;19;1485;54.9;1160;78.1;39;2.6;126;8.5;160;10.8
93;2021-03-08-2021-03-14;29;1625;53.2;1177;72.4;65;4;215;13.2;168;10.3
93;2021-03-08-2021-03-14;39;1630;53;1212;74.4;67;4.1;171;10.5;180;11
93;2021-03-08-2021-03-14;49;1856;55.3;1419;76.5;43;2.3;216;11.6;178;9.6
93;2021-03-08-2021-03-14;59;1703;53.1;1270;74.6;37;2.2;183;10.7;213;12.5
93;2021-03-08-2021-03-14;69;1218;51.5;880;72.2;29;2.4;117;9.6;192;15.8
93;2021-03-08-2021-03-14;79;810;50.8;582;71.9;26;3.2;88;10.9;114;14.1
93;2021-03-08-2021-03-14;89;442;47.1;304;68.8;15;3.4;46;10.4;77;17.4
93;2021-03-08-2021-03-14;90;176;45.6;120;68.2;5;2.8;17;9.7;34;19.3
93;2021-03-09-2021-03-15;09;498;62.3;395;79.3;19;3.8;50;10;34;6.8
93;2021-03-09-2021-03-15;19;1442;55.1;1157;80.2;28;1.9;123;8.5;134;9.3
93;2021-03-09-2021-03-15;29;1686;53.2;1233;73.1;71;4.2;218;12.9;164;9.7
93;2021-03-09-2021-03-15;39;1662;53.3;1251;75.3;68;4.1;179;10.8;164;9.9
93;2021-03-09-2021-03-15;49;1805;54.9;1402;77.7;48;2.7;200;11.1;155;8.6
93;2021-03-09-2021-03-15;59;1703;53;1299;76.3;32;1.9;173;10.2;199;11.7
93;2021-03-09-2021-03-15;69;1230;51.4;903;73.4;31;2.5;123;10;173;14.1
93;2021-03-09-2021-03-15;79;799;51.2;576;72.1;27;3.4;91;11.4;105;13.1
93;2021-03-09-2021-03-15;89;451;46.5;323;71.6;14;3.1;47;10.4;67;14.9
93;2021-03-09-2021-03-15;90;179;47;114;63.7;5;2.8;24;13.4;36;20.1
93;2021-03-10-2021-03-16;09;500;61.3;400;80;18;3.6;50;10;32;6.4
93;2021-03-10-2021-03-16;19;1449;55.3;1171;80.8;29;2;124;8.6;125;8.6
93;2021-03-10-2021-03-16;29;1773;53.6;1329;75;81;4.6;209;11.8;154;8.7
93;2021-03-10-2021-03-16;39;1715;52.8;1310;76.4;65;3.8;172;10;168;9.8
93;2021-03-10-2021-03-16;49;1783;54.7;1390;78;46;2.6;193;10.8;154;8.6
93;2021-03-10-2021-03-16;59;1660;52.1;1285;77.4;28;1.7;162;9.8;185;11.1
93;2021-03-10-2021-03-16;69;1203;50.1;889;73.9;32;2.7;124;10.3;158;13.1
93;2021-03-10-2021-03-16;79;767;50.1;555;72.4;25;3.3;89;11.6;98;12.8
93;2021-03-10-2021-03-16;89;456;46.8;341;74.8;13;2.9;35;7.7;67;14.7
93;2021-03-10-2021-03-16;90;186;46.6;122;65.6;6;3.2;26;14;32;17.2
93;2021-03-11-2021-03-17;09;509;60.3;408;80.2;19;3.7;54;10.6;28;5.5
93;2021-03-11-2021-03-17;19;1470;55.3;1218;82.9;34;2.3;112;7.6;106;7.2
93;2021-03-11-2021-03-17;29;1791;54.1;1360;75.9;86;4.8;196;10.9;149;8.3
93;2021-03-11-2021-03-17;39;1783;53.5;1369;76.8;62;3.5;174;9.8;178;10
93;2021-03-11-2021-03-17;49;1759;54.9;1384;78.7;46;2.6;182;10.3;147;8.4
93;2021-03-11-2021-03-17;59;1658;52;1313;79.2;33;2;149;9;163;9.8
93;2021-03-11-2021-03-17;69;1157;48.7;870;75.2;30;2.6;111;9.6;146;12.6
93;2021-03-11-2021-03-17;79;781;50.8;579;74.1;25;3.2;80;10.2;97;12.4
93;2021-03-11-2021-03-17;89;470;47.6;360;76.6;14;3;39;8.3;57;12.1
93;2021-03-11-2021-03-17;90;171;43.2;116;67.8;7;4.1;20;11.7;28;16.4
93;2021-03-12-2021-03-18;09;547;61.3;442;80.8;19;3.5;51;9.3;35;6.4
93;2021-03-12-2021-03-18;19;1482;55.2;1242;83.8;25;1.7;111;7.5;104;7
93;2021-03-12-2021-03-18;29;1763;53.6;1364;77.4;75;4.3;180;10.2;144;8.2
93;2021-03-12-2021-03-18;39;1770;53.1;1354;76.5;61;3.4;179;10.1;176;9.9
93;2021-03-12-2021-03-18;49;1742;54.3;1379;79.2;43;2.5;189;10.8;131;7.5
93;2021-03-12-2021-03-18;59;1694;52.6;1347;79.5;41;2.4;151;8.9;155;9.1
93;2021-03-12-2021-03-18;69;1192;49.9;889;74.6;39;3.3;116;9.7;148;12.4
93;2021-03-12-2021-03-18;79;794;50.1;604;76.1;20;2.5;77;9.7;93;11.7
93;2021-03-12-2021-03-18;89;485;49.2;380;78.4;14;2.9;39;8;52;10.7
93;2021-03-12-2021-03-18;90;168;43.2;119;70.8;6;3.6;22;13.1;21;12.5
93;2021-03-13-2021-03-19;09;568;59.3;470;82.7;17;3;48;8.5;33;5.8
93;2021-03-13-2021-03-19;19;1512;55.8;1276;84.4;25;1.7;122;8.1;89;5.9
93;2021-03-13-2021-03-19;29;1823;54.3;1420;77.9;83;4.6;188;10.3;132;7.2
93;2021-03-13-2021-03-19;39;1831;53.7;1429;78;52;2.8;180;9.8;170;9.3
93;2021-03-13-2021-03-19;49;1763;54.4;1404;79.6;45;2.6;201;11.4;113;6.4
93;2021-03-13-2021-03-19;59;1682;52.8;1345;80;48;2.9;157;9.3;132;7.8
93;2021-03-13-2021-03-19;69;1170;50.3;890;76.1;37;3.2;120;10.3;123;10.5
93;2021-03-13-2021-03-19;79;779;49.2;598;76.8;24;3.1;79;10.1;78;10
93;2021-03-13-2021-03-19;89;502;50.6;393;78.3;12;2.4;42;8.4;55;11
93;2021-03-13-2021-03-19;90;176;43.8;124;70.5;5;2.8;23;13.1;24;13.6
93;2021-03-14-2021-03-20;09;572;58.7;470;82.2;18;3.1;46;8;38;6.6
93;2021-03-14-2021-03-20;19;1541;56;1309;84.9;25;1.6;122;7.9;85;5.5
93;2021-03-14-2021-03-20;29;1831;53.9;1427;77.9;85;4.6;183;10;136;7.4
93;2021-03-14-2021-03-20;39;1823;53.2;1435;78.7;54;3;182;10;152;8.3
93;2021-03-14-2021-03-20;49;1778;53.6;1418;79.8;49;2.8;203;11.4;108;6.1
93;2021-03-14-2021-03-20;59;1697;52.2;1366;80.5;49;2.9;164;9.7;118;7
93;2021-03-14-2021-03-20;69;1179;50.3;906;76.8;36;3.1;122;10.3;115;9.8
93;2021-03-14-2021-03-20;79;777;49.3;594;76.4;24;3.1;87;11.2;72;9.3
93;2021-03-14-2021-03-20;89;496;51.7;391;78.8;8;1.6;44;8.9;53;10.7
93;2021-03-14-2021-03-20;90;184;44.8;130;70.7;5;2.7;23;12.5;26;14.1
93;2021-03-15-2021-03-21;09;575;58.4;474;82.4;19;3.3;44;7.7;38;6.6
93;2021-03-15-2021-03-21;19;1546;55.9;1311;84.8;26;1.7;123;8;86;5.6
93;2021-03-15-2021-03-21;29;1827;53.6;1426;78.1;84;4.6;182;10;135;7.4
93;2021-03-15-2021-03-21;39;1826;52.8;1436;78.6;55;3;183;10;152;8.3
93;2021-03-15-2021-03-21;49;1783;53.4;1421;79.7;49;2.7;204;11.4;109;6.1
93;2021-03-15-2021-03-21;59;1695;51.8;1361;80.3;49;2.9;168;9.9;117;6.9
93;2021-03-15-2021-03-21;69;1168;49.9;901;77.1;36;3.1;118;10.1;113;9.7
93;2021-03-15-2021-03-21;79;783;49.7;599;76.5;24;3.1;89;11.4;71;9.1
93;2021-03-15-2021-03-21;89;495;51.7;391;79;8;1.6;44;8.9;52;10.5
93;2021-03-15-2021-03-21;90;184;45.9;132;71.7;5;2.7;21;11.4;26;14.1
93;2021-03-16-2021-03-22;09;573;56.3;475;82.9;21;3.7;42;7.3;35;6.1
93;2021-03-16-2021-03-22;19;1609;54.3;1381;85.8;34;2.1;109;6.8;85;5.3
93;2021-03-16-2021-03-22;29;1804;53.1;1436;79.6;80;4.4;161;8.9;127;7
93;2021-03-16-2021-03-22;39;1871;52.1;1510;80.7;53;2.8;167;8.9;141;7.5
93;2021-03-16-2021-03-22;49;1863;52.6;1522;81.7;46;2.5;193;10.4;102;5.5
93;2021-03-16-2021-03-22;59;1694;50.9;1394;82.3;53;3.1;145;8.6;102;6
93;2021-03-16-2021-03-22;69;1211;50.6;952;78.6;37;3.1;110;9.1;112;9.2
93;2021-03-16-2021-03-22;79;777;48.8;628;80.8;23;3;70;9;56;7.2
93;2021-03-16-2021-03-22;89;476;52;387;81.3;7;1.5;40;8.4;42;8.8
93;2021-03-16-2021-03-22;90;186;46.9;144;77.4;2;1.1;20;10.8;20;10.8
93;2021-03-17-2021-03-23;09;628;56.9;532;84.7;19;3;39;6.2;38;6.1
93;2021-03-17-2021-03-23;19;1701;54.3;1459;85.8;32;1.9;123;7.2;87;5.1
93;2021-03-17-2021-03-23;29;1801;52.9;1404;78;76;4.2;194;10.8;127;7.1
93;2021-03-17-2021-03-23;39;1979;53.3;1606;81.2;60;3;181;9.1;132;6.7
93;2021-03-17-2021-03-23;49;1944;53.1;1610;82.8;51;2.6;193;9.9;90;4.6
93;2021-03-17-2021-03-23;59;1801;52.2;1471;81.7;53;2.9;176;9.8;101;5.6
93;2021-03-17-2021-03-23;69;1273;52.4;1013;79.6;43;3.4;112;8.8;105;8.2
93;2021-03-17-2021-03-23;79;823;50.7;667;81;23;2.8;73;8.9;60;7.3
93;2021-03-17-2021-03-23;89;464;51.8;380;81.9;7;1.5;42;9.1;35;7.5
93;2021-03-17-2021-03-23;90;189;48.2;138;73;10;5.3;24;12.7;17;9
93;2021-03-18-2021-03-24;09;663;58.2;568;85.7;18;2.7;32;4.8;45;6.8
93;2021-03-18-2021-03-24;19;1847;54.9;1589;86;34;1.8;130;7;94;5.1
93;2021-03-18-2021-03-24;29;1902;52.8;1521;80;75;3.9;186;9.8;120;6.3
93;2021-03-18-2021-03-24;39;2052;52.9;1696;82.7;64;3.1;176;8.6;116;5.7
93;2021-03-18-2021-03-24;49;2049;53.7;1723;84.1;54;2.6;189;9.2;83;4.1
93;2021-03-18-2021-03-24;59;1929;53.3;1590;82.4;54;2.8;185;9.6;100;5.2
93;2021-03-18-2021-03-24;69;1326;53.6;1074;81;43;3.2;104;7.8;105;7.9
93;2021-03-18-2021-03-24;79;833;50.6;677;81.3;24;2.9;75;9;57;6.8
93;2021-03-18-2021-03-24;89;473;52.1;391;82.7;7;1.5;42;8.9;33;7
93;2021-03-18-2021-03-24;90;184;51.1;134;72.8;12;6.5;24;13;14;7.6
93;2021-03-19-2021-03-25;09;703;58.3;609;86.6;21;3;34;4.8;39;5.5
93;2021-03-19-2021-03-25;19;1996;55;1719;86.1;40;2;129;6.5;108;5.4
93;2021-03-19-2021-03-25;29;2024;52.8;1634;80.7;92;4.5;177;8.7;121;6
93;2021-03-19-2021-03-25;39;2204;52.5;1856;84.2;67;3;177;8;104;4.7
93;2021-03-19-2021-03-25;49;2126;53.5;1793;84.3;57;2.7;174;8.2;102;4.8
93;2021-03-19-2021-03-25;59;1982;52.6;1665;84;44;2.2;170;8.6;103;5.2
93;2021-03-19-2021-03-25;69;1368;53.2;1138;83.2;37;2.7;98;7.2;95;6.9
93;2021-03-19-2021-03-25;79;866;52.2;705;81.4;23;2.7;75;8.7;63;7.3
93;2021-03-19-2021-03-25;89;462;52;383;82.9;7;1.5;40;8.7;32;6.9
93;2021-03-19-2021-03-25;90;190;53.8;141;74.2;15;7.9;22;11.6;12;6.3
93;2021-03-20-2021-03-26;09;711;58.5;615;86.5;19;2.7;33;4.6;44;6.2
93;2021-03-20-2021-03-26;19;2103;54.3;1829;87;42;2;125;5.9;107;5.1
93;2021-03-20-2021-03-26;29;2090;51.8;1717;82.2;92;4.4;163;7.8;118;5.6
93;2021-03-20-2021-03-26;39;2285;52.2;1949;85.3;79;3.5;157;6.9;100;4.4
93;2021-03-20-2021-03-26;49;2172;53.1;1851;85.2;56;2.6;155;7.1;110;5.1
93;2021-03-20-2021-03-26;59;2054;52.6;1746;85;43;2.1;162;7.9;103;5
93;2021-03-20-2021-03-26;69;1430;53.1;1197;83.7;41;2.9;97;6.8;95;6.6
93;2021-03-20-2021-03-26;79;881;52.6;733;83.2;19;2.2;69;7.8;60;6.8
93;2021-03-20-2021-03-26;89;469;50.8;393;83.8;10;2.1;38;8.1;28;6
93;2021-03-20-2021-03-26;90;195;53.4;147;75.4;16;8.2;24;12.3;8;4.1
93;2021-03-21-2021-03-27;09;722;57.2;626;86.7;20;2.8;34;4.7;42;5.8
93;2021-03-21-2021-03-27;19;2121;53.5;1846;87;43;2;124;5.8;108;5.1
93;2021-03-21-2021-03-27;29;2098;50.9;1733;82.6;91;4.3;163;7.8;111;5.3
93;2021-03-21-2021-03-27;39;2294;51.4;1957;85.3;82;3.6;152;6.6;103;4.5
93;2021-03-21-2021-03-27;49;2226;53.1;1903;85.5;61;2.7;149;6.7;113;5.1
93;2021-03-21-2021-03-27;59;2101;53;1784;84.9;49;2.3;155;7.4;113;5.4
93;2021-03-21-2021-03-27;69;1451;52.7;1211;83.5;44;3;99;6.8;97;6.7
93;2021-03-21-2021-03-27;79;905;52.8;765;84.5;19;2.1;62;6.9;59;6.5
93;2021-03-21-2021-03-27;89;480;50.2;407;84.8;11;2.3;34;7.1;28;5.8
93;2021-03-21-2021-03-27;90;189;52.4;141;74.6;16;8.5;24;12.7;8;4.2
93;2021-03-22-2021-03-28;09;728;57.4;631;86.7;19;2.6;36;4.9;42;5.8
93;2021-03-22-2021-03-28;19;2127;53.6;1853;87.1;42;2;124;5.8;108;5.1
93;2021-03-22-2021-03-28;29;2122;51.2;1751;82.5;92;4.3;167;7.9;112;5.3
93;2021-03-22-2021-03-28;39;2311;51.8;1972;85.3;81;3.5;154;6.7;104;4.5
93;2021-03-22-2021-03-28;49;2243;53.2;1919;85.6;62;2.8;150;6.7;112;5
93;2021-03-22-2021-03-28;59;2097;53.1;1780;84.9;49;2.3;155;7.4;113;5.4
93;2021-03-22-2021-03-28;69;1470;53.2;1227;83.5;44;3;99;6.7;100;6.8
93;2021-03-22-2021-03-28;79;899;52.1;763;84.9;19;2.1;60;6.7;57;6.3
93;2021-03-22-2021-03-28;89;487;50.2;412;84.6;11;2.3;35;7.2;29;6
93;2021-03-22-2021-03-28;90;188;52.1;141;75;16;8.5;23;12.2;8;4.3
93;2021-03-23-2021-03-29;09;800;59.4;703;87.9;24;3;32;4;41;5.1
93;2021-03-23-2021-03-29;19;2287;53.8;2008;87.8;43;1.9;121;5.3;115;5
93;2021-03-23-2021-03-29;29;2247;51.4;1872;83.3;99;4.4;161;7.2;115;5.1
93;2021-03-23-2021-03-29;39;2461;53.3;2117;86;80;3.3;147;6;117;4.8
93;2021-03-23-2021-03-29;49;2341;53.9;2020;86.3;74;3.2;129;5.5;118;5
93;2021-03-23-2021-03-29;59;2260;54.6;1941;85.9;49;2.2;147;6.5;123;5.4
93;2021-03-23-2021-03-29;69;1546;54.2;1326;85.8;41;2.7;80;5.2;99;6.4
93;2021-03-23-2021-03-29;79;929;52.6;781;84.1;16;1.7;72;7.8;60;6.5
93;2021-03-23-2021-03-29;89;526;51.7;450;85.6;14;2.7;29;5.5;33;6.3
93;2021-03-23-2021-03-29;90;187;53.6;138;73.8;16;8.6;21;11.2;12;6.4
93;2021-03-24-2021-03-30;09;820;58.4;715;87.2;25;3;30;3.7;50;6.1
93;2021-03-24-2021-03-30;19;2388;53.4;2123;88.9;50;2.1;106;4.4;109;4.6
93;2021-03-24-2021-03-30;29;2319;51.1;1973;85.1;114;4.9;120;5.2;112;4.8
93;2021-03-24-2021-03-30;39;2480;52.3;2165;87.3;80;3.2;128;5.2;107;4.3
93;2021-03-24-2021-03-30;49;2394;53;2095;87.5;74;3.1;100;4.2;125;5.2
93;2021-03-24-2021-03-30;59;2296;54;2014;87.7;57;2.5;114;5;111;4.8
93;2021-03-24-2021-03-30;69;1572;52.9;1367;87;39;2.5;68;4.3;98;6.2
93;2021-03-24-2021-03-30;79;907;50.7;772;85.1;18;2;60;6.6;57;6.3
93;2021-03-24-2021-03-30;89;524;50.8;452;86.3;20;3.8;22;4.2;30;5.7
93;2021-03-24-2021-03-30;90;180;54.1;143;79.4;9;5;15;8.3;13;7.2
93;2021-03-25-2021-03-31;09;815;57;703;86.3;28;3.4;33;4;51;6.3
93;2021-03-25-2021-03-31;19;2396;53.1;2131;88.9;52;2.2;104;4.3;109;4.5
93;2021-03-25-2021-03-31;29;2313;50.5;1961;84.8;115;5;113;4.9;124;5.4
93;2021-03-25-2021-03-31;39;2474;52.1;2165;87.5;81;3.3;122;4.9;106;4.3
93;2021-03-25-2021-03-31;49;2401;52;2108;87.8;77;3.2;94;3.9;122;5.1
93;2021-03-25-2021-03-31;59;2279;53.1;2007;88.1;60;2.6;101;4.4;111;4.9
93;2021-03-25-2021-03-31;69;1597;52.5;1398;87.5;41;2.6;72;4.5;86;5.4
93;2021-03-25-2021-03-31;79;893;50;772;86.5;18;2;52;5.8;51;5.7
93;2021-03-25-2021-03-31;89;493;50.5;435;88.2;17;3.4;14;2.8;27;5.5
93;2021-03-25-2021-03-31;90;190;54;154;81.1;7;3.7;16;8.4;13;6.8
93;2021-03-26-2021-04-01;09;783;54.9;679;86.7;23;2.9;31;4;50;6.4
93;2021-03-26-2021-04-01;19;2325;52.4;2092;90;49;2.1;94;4;90;3.9
93;2021-03-26-2021-04-01;29;2286;50;1954;85.5;97;4.2;115;5;120;5.2
93;2021-03-26-2021-04-01;39;2463;52.4;2180;88.5;77;3.1;95;3.9;111;4.5
93;2021-03-26-2021-04-01;49;2418;51.8;2136;88.3;79;3.3;91;3.8;112;4.6
93;2021-03-26-2021-04-01;59;2316;52.8;2040;88.1;73;3.2;98;4.2;105;4.5
93;2021-03-26-2021-04-01;69;1565;51.7;1372;87.7;46;2.9;71;4.5;76;4.9
93;2021-03-26-2021-04-01;79;892;49.4;779;87.3;19;2.1;47;5.3;47;5.3
93;2021-03-26-2021-04-01;89;498;50.2;443;89;16;3.2;16;3.2;23;4.6
93;2021-03-26-2021-04-01;90;187;52.7;147;78.6;4;2.1;18;9.6;18;9.6
93;2021-03-27-2021-04-02;09;798;56.2;697;87.3;24;3;34;4.3;43;5.4
93;2021-03-27-2021-04-02;19;2327;52.6;2105;90.5;52;2.2;84;3.6;86;3.7
93;2021-03-27-2021-04-02;29;2298;50;1976;86;96;4.2;106;4.6;120;5.2
93;2021-03-27-2021-04-02;39;2462;52.3;2191;89;75;3;95;3.9;101;4.1
93;2021-03-27-2021-04-02;49;2556;52.3;2282;89.3;82;3.2;83;3.2;109;4.3
93;2021-03-27-2021-04-02;59;2346;53.1;2079;88.6;80;3.4;89;3.8;98;4.2
93;2021-03-27-2021-04-02;69;1587;52.2;1399;88.2;48;3;65;4.1;75;4.7
93;2021-03-27-2021-04-02;79;912;49.7;794;87.1;21;2.3;51;5.6;46;5
93;2021-03-27-2021-04-02;89;512;52.5;461;90;14;2.7;18;3.5;19;3.7
93;2021-03-27-2021-04-02;90;187;54.4;149;79.7;4;2.1;15;8;19;10.2
93;2021-03-28-2021-04-03;09;796;57.3;696;87.4;25;3.1;33;4.1;42;5.3
93;2021-03-28-2021-04-03;19;2300;53;2085;90.7;54;2.3;81;3.5;80;3.5
93;2021-03-28-2021-04-03;29;2324;50.6;2008;86.4;98;4.2;100;4.3;118;5.1
93;2021-03-28-2021-04-03;39;2475;52.8;2216;89.5;72;2.9;95;3.8;92;3.7
93;2021-03-28-2021-04-03;49;2546;52.3;2280;89.6;76;3;82;3.2;108;4.2
93;2021-03-28-2021-04-03;59;2353;52.9;2088;88.7;73;3.1;98;4.2;94;4
93;2021-03-28-2021-04-03;69;1600;51.7;1416;88.5;44;2.8;64;4;76;4.8
93;2021-03-28-2021-04-03;79;896;49.2;773;86.3;23;2.6;52;5.8;48;5.4
93;2021-03-28-2021-04-03;89;520;52.8;467;89.8;14;2.7;20;3.8;19;3.7
93;2021-03-28-2021-04-03;90;189;52.2;154;81.5;4;2.1;14;7.4;17;9
93;2021-03-29-2021-04-04;09;797;57.2;699;87.7;25;3.1;31;3.9;42;5.3
93;2021-03-29-2021-04-04;19;2296;53;2079;90.5;56;2.4;81;3.5;80;3.5
93;2021-03-29-2021-04-04;29;2323;50.6;2008;86.4;105;4.5;95;4.1;115;5
93;2021-03-29-2021-04-04;39;2482;52.6;2220;89.4;81;3.3;91;3.7;90;3.6
93;2021-03-29-2021-04-04;49;2533;52.1;2274;89.8;74;2.9;78;3.1;107;4.2
93;2021-03-29-2021-04-04;59;2371;52.7;2104;88.7;75;3.2;97;4.1;95;4
93;2021-03-29-2021-04-04;69;1598;51.5;1413;88.4;43;2.7;65;4.1;77;4.8
93;2021-03-29-2021-04-04;79;907;49.9;781;86.1;25;2.8;51;5.6;50;5.5
93;2021-03-29-2021-04-04;89;516;52.5;465;90.1;14;2.7;19;3.7;18;3.5
93;2021-03-29-2021-04-04;90;189;51.6;153;81;4;2.1;14;7.4;18;9.5
93;2021-03-30-2021-04-05;09;614;54.8;535;87.1;16;2.6;26;4.2;37;6
93;2021-03-30-2021-04-05;19;1784;52.6;1622;90.9;43;2.4;59;3.3;60;3.4
93;2021-03-30-2021-04-05;29;1880;49.6;1633;86.9;89;4.7;65;3.5;93;4.9
93;2021-03-30-2021-04-05;39;1936;50.3;1733;89.5;70;3.6;69;3.6;64;3.3
93;2021-03-30-2021-04-05;49;2002;50.6;1806;90.2;51;2.5;61;3;84;4.2
93;2021-03-30-2021-04-05;59;1843;50.7;1635;88.7;66;3.6;78;4.2;64;3.5
93;2021-03-30-2021-04-05;69;1230;48.4;1091;88.7;37;3;47;3.8;55;4.5
93;2021-03-30-2021-04-05;79;729;48.2;633;86.8;23;3.2;35;4.8;38;5.2
93;2021-03-30-2021-04-05;89;411;48.8;368;89.5;9;2.2;19;4.6;15;3.6
93;2021-03-30-2021-04-05;90;166;50;135;81.3;4;2.4;13;7.8;14;8.4
93;2021-03-31-2021-04-06;09;570;53.9;500;87.7;17;3;29;5.1;24;4.2
93;2021-03-31-2021-04-06;19;1781;52.2;1625;91.2;41;2.3;55;3.1;60;3.4
93;2021-03-31-2021-04-06;29;2006;48.7;1765;88;83;4.1;61;3;97;4.8
93;2021-03-31-2021-04-06;39;2069;50.4;1862;90;75;3.6;66;3.2;66;3.2
93;2021-03-31-2021-04-06;49;2174;50.9;1987;91.4;52;2.4;59;2.7;76;3.5
93;2021-03-31-2021-04-06;59;2036;51;1811;88.9;76;3.7;75;3.7;74;3.6
93;2021-03-31-2021-04-06;69;1339;50;1205;90;36;2.7;47;3.5;51;3.8
93;2021-03-31-2021-04-06;79;771;48.8;674;87.4;24;3.1;37;4.8;36;4.7
93;2021-03-31-2021-04-06;89;448;49.4;404;90.2;5;1.1;22;4.9;17;3.8
93;2021-03-31-2021-04-06;90;159;46.1;128;80.5;2;1.3;15;9.4;14;8.8
93;2021-04-01-2021-04-07;09;524;54.3;466;88.9;14;2.7;26;5;18;3.4
93;2021-04-01-2021-04-07;19;1690;51.9;1556;92.1;33;2;56;3.3;45;2.7
93;2021-04-01-2021-04-07;29;2014;49.4;1778;88.3;85;4.2;71;3.5;80;4
93;2021-04-01-2021-04-07;39;2130;51.3;1924;90.3;73;3.4;68;3.2;65;3.1
93;2021-04-01-2021-04-07;49;2205;51.4;2019;91.6;55;2.5;64;2.9;67;3
93;2021-04-01-2021-04-07;59;2095;51.8;1867;89.1;76;3.6;78;3.7;74;3.5
93;2021-04-01-2021-04-07;69;1390;50.7;1255;90.3;36;2.6;47;3.4;52;3.7
93;2021-04-01-2021-04-07;79;783;49.4;683;87.2;27;3.4;41;5.2;32;4.1
93;2021-04-01-2021-04-07;89;463;48.8;411;88.8;8;1.7;27;5.8;17;3.7
93;2021-04-01-2021-04-07;90;157;44.6;129;82.2;2;1.3;14;8.9;12;7.6
93;2021-04-02-2021-04-08;09;505;57.2;448;88.7;18;3.6;24;4.8;15;3
93;2021-04-02-2021-04-08;19;1635;52.4;1500;91.7;35;2.1;58;3.5;42;2.6
93;2021-04-02-2021-04-08;29;1999;49.7;1770;88.5;83;4.2;64;3.2;82;4.1
93;2021-04-02-2021-04-08;39;2080;51.4;1879;90.3;75;3.6;74;3.6;52;2.5
93;2021-04-02-2021-04-08;49;2195;52.2;2008;91.5;54;2.5;66;3;67;3.1
93;2021-04-02-2021-04-08;59;2107;52.9;1887;89.6;69;3.3;82;3.9;69;3.3
93;2021-04-02-2021-04-08;69;1425;52.1;1290;90.5;37;2.6;45;3.2;53;3.7
93;2021-04-02-2021-04-08;79;792;49.8;697;88;25;3.2;42;5.3;28;3.5
93;2021-04-02-2021-04-08;89;472;48.3;424;89.8;10;2.1;24;5.1;14;3
93;2021-04-02-2021-04-08;90;155;44;134;86.5;2;1.3;12;7.7;7;4.5
93;2021-04-03-2021-04-09;09;452;57.1;403;89.2;17;3.8;21;4.6;11;2.4
93;2021-04-03-2021-04-09;19;1519;51.8;1392;91.6;31;2;59;3.9;37;2.4
93;2021-04-03-2021-04-09;29;1958;50;1734;88.6;78;4;69;3.5;77;3.9
93;2021-04-03-2021-04-09;39;2012;51.5;1821;90.5;70;3.5;70;3.5;51;2.5
93;2021-04-03-2021-04-09;49;2091;52;1921;91.9;54;2.6;64;3.1;52;2.5
93;2021-04-03-2021-04-09;59;2086;52.7;1875;89.9;63;3;86;4.1;62;3
