"reg_name","date","n_hospital_deaths","all_hosp_occupancy","icu_occupancy","general_beds_occupancy","new_hospital_admissions_allage","n_negatives_reg_both_sex","n_positives_reg_both_sex","n_tests_no_variant_dep_7day_allage","n_tests_other_variant_dep_7day","n_tests_sa_brazil_susp_dep_7day","n_tests_uk_susp_dep_7day_allage"
"Auvergne-Rhone-Alpes",2020-07-17,1,428,22,NA,6,9471,65,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-17,2,447,24,NA,7,8672,43,NA,NA,NA,NA
"Corsica",2020-07-17,0,12,1,NA,0,480,2,NA,NA,NA,NA
"Guadeloupe",2020-07-18,1,8,1,NA,0,126,1,NA,NA,NA,NA
"Martinique",2020-07-18,0,13,5,NA,0,169,0,NA,NA,NA,NA
"French Guiana",2020-07-18,2,142,23,NA,15,356,50,NA,NA,NA,NA
"Reunion",2020-07-18,0,24,4,NA,2,780,6,NA,NA,NA,NA
"Mayotte",2020-07-18,0,10,2,NA,0,58,2,NA,NA,NA,NA
"Ile-de-France",2020-07-18,3,3191,236,NA,13,7351,120,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-18,0,310,11,NA,0,987,4,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-18,0,75,6,NA,2,1938,5,NA,NA,NA,NA
"Normandy",2020-07-18,1,190,7,NA,1,2187,4,NA,NA,NA,NA
"Hauts-de-France",2020-07-18,0,612,42,NA,16,3327,47,NA,NA,NA,NA
"Grand Est",2020-07-18,0,847,38,NA,8,3293,34,NA,NA,NA,NA
"Pays de la Loire",2020-07-18,1,133,6,NA,3,3063,63,NA,NA,NA,NA
"Brittany",2020-07-18,0,72,3,NA,1,2457,9,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-18,0,61,11,NA,2,2621,17,NA,NA,NA,NA
"Occitanie",2020-07-18,0,44,7,NA,2,2934,19,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-18,0,427,23,NA,2,4788,32,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-18,0,444,24,NA,1,3257,26,NA,NA,NA,NA
"Corsica",2020-07-18,0,11,1,NA,0,261,1,NA,NA,NA,NA
"Guadeloupe",2020-07-19,0,8,1,NA,0,19,0,NA,NA,NA,NA
"Martinique",2020-07-19,0,13,5,NA,0,16,0,NA,NA,NA,NA
"French Guiana",2020-07-19,0,151,23,NA,27,243,82,NA,NA,NA,NA
"Reunion",2020-07-19,0,26,4,NA,0,206,2,NA,NA,NA,NA
"Mayotte",2020-07-19,0,7,2,NA,0,34,5,NA,NA,NA,NA
"Ile-de-France",2020-07-19,0,3165,236,NA,7,2535,31,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-19,0,310,11,NA,0,298,2,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-19,0,75,6,NA,0,691,6,NA,NA,NA,NA
"Normandy",2020-07-19,0,190,7,NA,0,1070,3,NA,NA,NA,NA
"Hauts-de-France",2020-07-19,0,612,42,NA,0,659,6,NA,NA,NA,NA
"Grand Est",2020-07-19,0,837,38,NA,1,567,3,NA,NA,NA,NA
"Pays de la Loire",2020-07-19,0,134,6,NA,1,1552,24,NA,NA,NA,NA
"Brittany",2020-07-19,0,72,3,NA,0,1001,1,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-19,0,61,11,NA,0,587,6,NA,NA,NA,NA
"Occitanie",2020-07-19,0,44,7,NA,0,686,2,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-19,1,422,21,NA,0,1083,9,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-19,0,445,24,NA,0,749,10,NA,NA,NA,NA
"Corsica",2020-07-19,0,11,1,NA,0,57,0,NA,NA,NA,NA
"Guadeloupe",2020-07-20,0,8,1,NA,0,445,0,NA,NA,NA,NA
"Martinique",2020-07-20,0,13,5,NA,0,402,2,NA,NA,NA,NA
"French Guiana",2020-07-20,1,150,22,NA,19,613,102,NA,NA,NA,NA
"Reunion",2020-07-20,0,26,4,NA,0,1666,6,NA,NA,NA,NA
"Mayotte",2020-07-20,0,7,2,NA,3,137,15,NA,NA,NA,NA
"Ile-de-France",2020-07-20,5,3140,233,NA,35,21060,325,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-20,0,309,11,NA,0,1991,17,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-20,0,74,6,NA,5,3274,20,NA,NA,NA,NA
"Normandy",2020-07-20,0,189,7,NA,3,3953,18,NA,NA,NA,NA
"Hauts-de-France",2020-07-20,6,602,38,NA,13,7270,82,NA,NA,NA,NA
"Grand Est",2020-07-20,1,831,37,NA,12,7997,67,NA,NA,NA,NA
"Pays de la Loire",2020-07-20,0,134,7,NA,8,5116,125,NA,NA,NA,NA
"Brittany",2020-07-20,0,74,2,NA,4,4774,26,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-20,0,67,16,NA,8,5495,19,NA,NA,NA,NA
"Occitanie",2020-07-20,0,43,6,NA,5,7117,58,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-20,2,423,19,NA,11,9534,75,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-20,1,446,25,NA,11,9857,64,NA,NA,NA,NA
"Corsica",2020-07-20,0,11,1,NA,0,540,0,NA,NA,NA,NA
"Guadeloupe",2020-07-21,0,8,1,NA,0,301,1,NA,NA,NA,NA
"Martinique",2020-07-21,0,12,5,NA,0,353,1,NA,NA,NA,NA
"French Guiana",2020-07-21,1,146,21,NA,22,628,107,NA,NA,NA,NA
"Reunion",2020-07-21,0,29,5,NA,3,1567,2,NA,NA,NA,NA
"Mayotte",2020-07-21,0,7,2,NA,0,143,22,NA,NA,NA,NA
"Ile-de-France",2020-07-21,5,3096,233,NA,30,19806,335,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-21,0,307,11,NA,0,2209,15,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-21,0,59,6,NA,2,3171,11,NA,NA,NA,NA
"Normandy",2020-07-21,0,186,7,NA,2,3808,20,NA,NA,NA,NA
"Hauts-de-France",2020-07-21,2,582,34,NA,10,7264,114,NA,NA,NA,NA
"Grand Est",2020-07-21,1,817,34,NA,7,7297,65,NA,NA,NA,NA
"Pays de la Loire",2020-07-21,3,126,8,NA,5,5531,127,NA,NA,NA,NA
"Brittany",2020-07-21,0,75,3,NA,2,4884,16,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-21,0,63,12,NA,4,5666,26,NA,NA,NA,NA
"Occitanie",2020-07-21,0,42,6,NA,1,7168,63,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-21,0,420,18,NA,5,9173,85,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-21,1,454,23,NA,16,8279,80,NA,NA,NA,NA
"Corsica",2020-07-21,0,11,1,NA,0,384,1,NA,NA,NA,NA
"Guadeloupe",2020-07-22,0,8,1,NA,0,187,1,NA,NA,NA,NA
"Martinique",2020-07-22,0,12,5,NA,0,294,2,NA,NA,NA,NA
"French Guiana",2020-07-22,0,146,23,NA,31,701,117,NA,NA,NA,NA
"Reunion",2020-07-22,0,27,5,NA,1,1501,6,NA,NA,NA,NA
"Mayotte",2020-07-22,0,11,3,NA,5,197,14,NA,NA,NA,NA
"Ile-de-France",2020-07-22,0,3062,220,NA,47,20361,363,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-22,1,302,12,NA,2,2259,32,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-22,0,55,6,NA,1,3543,8,NA,NA,NA,NA
"Normandy",2020-07-22,0,186,7,NA,1,3548,15,NA,NA,NA,NA
"Hauts-de-France",2020-07-22,2,572,34,NA,8,7944,119,NA,NA,NA,NA
"Grand Est",2020-07-22,3,791,33,NA,4,6499,56,NA,NA,NA,NA
"Pays de la Loire",2020-07-22,1,98,9,NA,2,6225,113,NA,NA,NA,NA
"Brittany",2020-07-22,0,76,3,NA,2,5029,42,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-22,0,63,12,NA,3,5307,43,NA,NA,NA,NA
"Occitanie",2020-07-22,0,45,6,NA,5,6594,63,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-22,0,409,19,NA,7,8567,88,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-22,0,451,21,NA,13,8084,73,NA,NA,NA,NA
"Corsica",2020-07-22,0,10,1,NA,0,467,1,NA,NA,NA,NA
"Guadeloupe",2020-07-23,0,8,1,NA,0,334,5,NA,NA,NA,NA
"Martinique",2020-07-23,0,11,4,NA,0,306,0,NA,NA,NA,NA
"French Guiana",2020-07-23,1,153,25,NA,24,588,99,NA,NA,NA,NA
"Reunion",2020-07-23,0,23,4,NA,0,1516,11,NA,NA,NA,NA
"Mayotte",2020-07-23,0,10,3,NA,2,172,17,NA,NA,NA,NA
"Ile-de-France",2020-07-23,5,2867,216,NA,40,20647,334,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-23,1,284,12,NA,1,1969,31,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-23,0,42,6,NA,4,3040,23,NA,NA,NA,NA
"Normandy",2020-07-23,0,154,8,NA,4,3431,25,NA,NA,NA,NA
"Hauts-de-France",2020-07-23,0,564,35,NA,5,7340,82,NA,NA,NA,NA
"Grand Est",2020-07-23,4,724,30,NA,11,7119,56,NA,NA,NA,NA
"Pays de la Loire",2020-07-23,0,96,10,NA,5,6454,147,NA,NA,NA,NA
"Brittany",2020-07-23,0,69,3,NA,3,4828,32,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-23,0,60,11,NA,1,6006,32,NA,NA,NA,NA
"Occitanie",2020-07-23,0,42,6,NA,3,6728,84,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-23,2,387,19,NA,11,7620,92,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-23,0,412,17,NA,9,7972,64,NA,NA,NA,NA
"Corsica",2020-07-23,0,9,1,NA,0,440,0,NA,NA,NA,NA
"Guadeloupe",2020-07-24,0,8,1,NA,0,351,6,NA,NA,NA,NA
"Martinique",2020-07-24,0,11,4,NA,0,334,2,NA,NA,NA,NA
"French Guiana",2020-07-24,0,136,26,NA,17,650,107,NA,NA,NA,NA
"Reunion",2020-07-24,0,22,4,NA,0,1730,1,NA,NA,NA,NA
"Mayotte",2020-07-24,0,13,2,NA,5,114,14,NA,NA,NA,NA
"Ile-de-France",2020-07-24,3,2783,205,NA,38,21209,331,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-24,0,285,12,NA,3,2340,37,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-24,1,36,6,NA,1,3305,22,NA,NA,NA,NA
"Normandy",2020-07-24,0,149,7,NA,0,3751,15,NA,NA,NA,NA
"Hauts-de-France",2020-07-24,1,513,33,NA,18,8869,113,NA,NA,NA,NA
"Grand Est",2020-07-24,0,696,20,NA,2,8435,73,NA,NA,NA,NA
"Pays de la Loire",2020-07-24,0,92,7,NA,4,7144,125,NA,NA,NA,NA
"Brittany",2020-07-24,1,68,3,NA,1,4857,57,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-24,0,59,10,NA,3,5783,49,NA,NA,NA,NA
"Occitanie",2020-07-24,0,41,7,NA,3,7317,76,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-24,2,368,21,NA,17,8566,136,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-24,2,389,16,NA,14,8938,106,NA,NA,NA,NA
"Corsica",2020-07-24,0,9,1,NA,0,419,0,NA,NA,NA,NA
"Guadeloupe",2020-07-25,0,6,1,NA,0,122,1,NA,NA,NA,NA
"Martinique",2020-07-25,0,11,4,NA,0,137,0,NA,NA,NA,NA
"French Guiana",2020-07-25,1,143,26,NA,30,416,66,NA,NA,NA,NA
"Reunion",2020-07-25,0,23,5,NA,0,976,1,NA,NA,NA,NA
"Mayotte",2020-07-25,0,14,1,NA,3,48,1,NA,NA,NA,NA
"Ile-de-France",2020-07-25,4,2766,188,NA,26,8701,161,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-25,0,283,12,NA,0,1041,16,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-25,0,34,6,NA,2,1916,10,NA,NA,NA,NA
"Normandy",2020-07-25,1,148,8,NA,2,2240,8,NA,NA,NA,NA
"Hauts-de-France",2020-07-25,1,510,34,NA,7,3689,72,NA,NA,NA,NA
"Grand Est",2020-07-25,0,676,19,NA,2,3658,34,NA,NA,NA,NA
"Pays de la Loire",2020-07-25,0,92,7,NA,4,3325,49,NA,NA,NA,NA
"Brittany",2020-07-25,0,68,3,NA,0,2404,48,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-25,0,57,10,NA,1,2813,13,NA,NA,NA,NA
"Occitanie",2020-07-25,0,42,8,NA,2,2962,38,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-25,1,364,20,NA,1,4286,69,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-25,0,387,15,NA,5,3444,34,NA,NA,NA,NA
"Corsica",2020-07-25,0,10,1,NA,1,203,1,NA,NA,NA,NA
"Guadeloupe",2020-07-26,0,6,1,NA,0,53,0,NA,NA,NA,NA
"Martinique",2020-07-26,0,11,4,NA,0,37,1,NA,NA,NA,NA
"French Guiana",2020-07-26,1,152,26,NA,23,198,75,NA,NA,NA,NA
"Reunion",2020-07-26,0,23,5,NA,0,312,0,NA,NA,NA,NA
"Mayotte",2020-07-26,0,12,1,NA,0,37,3,NA,NA,NA,NA
"Ile-de-France",2020-07-26,0,2758,188,NA,1,3823,62,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-26,0,283,12,NA,0,375,4,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-26,0,34,6,NA,0,799,7,NA,NA,NA,NA
"Normandy",2020-07-26,0,148,8,NA,0,1064,8,NA,NA,NA,NA
"Hauts-de-France",2020-07-26,0,512,34,NA,2,722,7,NA,NA,NA,NA
"Grand Est",2020-07-26,0,677,19,NA,3,949,5,NA,NA,NA,NA
"Pays de la Loire",2020-07-26,0,93,6,NA,3,1453,11,NA,NA,NA,NA
"Brittany",2020-07-26,0,68,3,NA,1,1075,10,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-26,0,59,10,NA,2,839,6,NA,NA,NA,NA
"Occitanie",2020-07-26,0,43,8,NA,1,888,6,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-26,0,364,20,NA,0,1059,43,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-26,0,387,15,NA,0,900,15,NA,NA,NA,NA
"Corsica",2020-07-26,0,10,1,NA,0,64,0,NA,NA,NA,NA
"Guadeloupe",2020-07-27,0,6,1,NA,0,497,25,NA,NA,NA,NA
"Martinique",2020-07-27,0,11,4,NA,0,427,1,NA,NA,NA,NA
"French Guiana",2020-07-27,0,152,27,NA,14,555,75,NA,NA,NA,NA
"Reunion",2020-07-27,1,22,4,NA,0,1728,4,NA,NA,NA,NA
"Mayotte",2020-07-27,0,12,1,NA,0,174,13,NA,NA,NA,NA
"Ile-de-France",2020-07-27,2,2739,195,NA,35,24311,501,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-27,0,279,12,NA,1,2439,34,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-27,0,33,6,NA,1,3166,28,NA,NA,NA,NA
"Normandy",2020-07-27,0,149,8,NA,1,3560,16,NA,NA,NA,NA
"Hauts-de-France",2020-07-27,3,515,37,NA,14,8404,140,NA,NA,NA,NA
"Grand Est",2020-07-27,0,669,18,NA,6,8070,80,NA,NA,NA,NA
"Pays de la Loire",2020-07-27,0,96,4,NA,5,5826,79,NA,NA,NA,NA
"Brittany",2020-07-27,1,65,4,NA,5,5240,55,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-27,0,58,9,NA,2,6727,32,NA,NA,NA,NA
"Occitanie",2020-07-27,0,47,8,NA,6,9098,68,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-27,1,362,16,NA,13,9953,131,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-27,1,390,19,NA,15,10022,126,NA,NA,NA,NA
"Corsica",2020-07-27,0,9,1,NA,0,666,1,NA,NA,NA,NA
"Guadeloupe",2020-07-28,0,6,1,NA,0,626,21,NA,NA,NA,NA
"Martinique",2020-07-28,0,9,4,NA,0,376,2,NA,NA,NA,NA
"French Guiana",2020-07-28,1,142,28,NA,42,722,77,NA,NA,NA,NA
"Reunion",2020-07-28,0,22,2,NA,1,1514,3,NA,NA,NA,NA
"Mayotte",2020-07-28,0,11,1,NA,1,290,25,NA,NA,NA,NA
"Ile-de-France",2020-07-28,9,2701,187,NA,66,24108,496,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-28,0,254,12,NA,1,2829,36,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-28,0,28,4,NA,3,3341,12,NA,NA,NA,NA
"Normandy",2020-07-28,0,147,7,NA,1,3860,19,NA,NA,NA,NA
"Hauts-de-France",2020-07-28,2,504,35,NA,15,8529,110,NA,NA,NA,NA
"Grand Est",2020-07-28,0,668,19,NA,8,8505,71,NA,NA,NA,NA
"Pays de la Loire",2020-07-28,0,99,4,NA,5,6062,90,NA,NA,NA,NA
"Brittany",2020-07-28,1,61,4,NA,1,5622,73,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-28,0,55,9,NA,1,6885,23,NA,NA,NA,NA
"Occitanie",2020-07-28,0,45,9,NA,2,8372,81,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-28,1,360,15,NA,16,9819,102,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-28,1,389,19,NA,9,9899,107,NA,NA,NA,NA
"Corsica",2020-07-28,0,9,1,NA,0,426,1,NA,NA,NA,NA
"Guadeloupe",2020-07-29,0,5,0,NA,0,528,2,NA,NA,NA,NA
"Martinique",2020-07-29,0,9,4,NA,0,386,2,NA,NA,NA,NA
"French Guiana",2020-07-29,0,134,28,NA,17,712,96,NA,NA,NA,NA
"Reunion",2020-07-29,1,20,2,NA,0,1473,1,NA,NA,NA,NA
"Mayotte",2020-07-29,0,13,2,NA,2,206,13,NA,NA,NA,NA
"Ile-de-France",2020-07-29,7,2635,181,NA,26,26179,581,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-29,0,241,12,NA,4,2725,25,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-29,0,23,4,NA,5,3100,19,NA,NA,NA,NA
"Normandy",2020-07-29,0,144,7,NA,2,3663,22,NA,NA,NA,NA
"Hauts-de-France",2020-07-29,1,510,36,NA,16,9504,136,NA,NA,NA,NA
"Grand Est",2020-07-29,2,663,18,NA,13,8797,57,NA,NA,NA,NA
"Pays de la Loire",2020-07-29,0,100,1,NA,9,6130,75,NA,NA,NA,NA
"Brittany",2020-07-29,1,61,4,NA,1,5797,36,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-29,1,56,11,NA,4,7129,25,NA,NA,NA,NA
"Occitanie",2020-07-29,1,48,10,NA,5,8946,101,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-29,0,353,17,NA,6,9901,127,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-29,1,386,18,NA,8,9861,146,NA,NA,NA,NA
"Corsica",2020-07-29,0,8,1,NA,0,587,1,NA,NA,NA,NA
"Guadeloupe",2020-07-30,0,5,0,NA,0,690,2,NA,NA,NA,NA
"Martinique",2020-07-30,0,9,4,NA,0,364,4,NA,NA,NA,NA
"French Guiana",2020-07-30,0,126,30,NA,18,649,64,NA,NA,NA,NA
"Reunion",2020-07-30,0,17,2,NA,0,1609,10,NA,NA,NA,NA
"Mayotte",2020-07-30,0,8,2,NA,1,148,14,NA,NA,NA,NA
"Ile-de-France",2020-07-30,4,2623,180,NA,32,26030,532,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-30,0,227,11,NA,2,2578,42,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-30,0,22,3,NA,5,3011,20,NA,NA,NA,NA
"Normandy",2020-07-30,0,141,7,NA,1,3323,16,NA,NA,NA,NA
"Hauts-de-France",2020-07-30,3,504,38,NA,9,8987,184,NA,NA,NA,NA
"Grand Est",2020-07-30,5,660,18,NA,9,8224,76,NA,NA,NA,NA
"Pays de la Loire",2020-07-30,1,105,1,NA,12,6051,72,NA,NA,NA,NA
"Brittany",2020-07-30,1,63,4,NA,4,5702,37,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-30,0,54,10,NA,2,6663,27,NA,NA,NA,NA
"Occitanie",2020-07-30,0,50,10,NA,5,8451,108,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-30,1,327,16,NA,7,9636,140,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-30,1,385,20,NA,9,10735,189,NA,NA,NA,NA
"Corsica",2020-07-30,0,8,1,NA,0,502,0,NA,NA,NA,NA
"Guadeloupe",2020-07-31,0,5,0,NA,0,407,3,NA,NA,NA,NA
"Martinique",2020-07-31,0,9,4,NA,0,390,9,NA,NA,NA,NA
"French Guiana",2020-07-31,0,111,28,NA,15,761,80,NA,NA,NA,NA
"Reunion",2020-07-31,0,18,3,NA,1,1842,8,NA,NA,NA,NA
"Mayotte",2020-07-31,0,9,1,NA,2,57,5,NA,NA,NA,NA
"Ile-de-France",2020-07-31,2,2604,178,NA,73,24687,564,NA,NA,NA,NA
"Centre-Val de Loire",2020-07-31,2,209,9,NA,2,2769,43,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-07-31,0,23,4,NA,1,3479,23,NA,NA,NA,NA
"Normandy",2020-07-31,1,141,7,NA,4,3902,28,NA,NA,NA,NA
"Hauts-de-France",2020-07-31,3,497,37,NA,15,9522,137,NA,NA,NA,NA
"Grand Est",2020-07-31,2,653,15,NA,7,9349,112,NA,NA,NA,NA
"Pays de la Loire",2020-07-31,0,108,2,NA,5,6610,100,NA,NA,NA,NA
"Brittany",2020-07-31,0,57,3,NA,1,6118,63,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-07-31,0,55,10,NA,2,7147,28,NA,NA,NA,NA
"Occitanie",2020-07-31,0,52,10,NA,4,8587,118,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-07-31,0,319,16,NA,8,10351,119,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-07-31,1,380,20,NA,12,11082,179,NA,NA,NA,NA
"Corsica",2020-07-31,0,7,0,NA,0,553,3,NA,NA,NA,NA
"Guadeloupe",2020-08-01,0,4,0,NA,0,169,4,NA,NA,NA,NA
"Martinique",2020-08-01,0,9,4,NA,0,138,0,NA,NA,NA,NA
"French Guiana",2020-08-01,0,105,25,NA,10,378,49,NA,NA,NA,NA
"Reunion",2020-08-01,0,18,3,NA,0,831,1,NA,NA,NA,NA
"Mayotte",2020-08-01,0,9,1,NA,0,73,7,NA,NA,NA,NA
"Ile-de-France",2020-08-01,1,2597,173,NA,26,9675,250,NA,NA,NA,NA
"Centre-Val de Loire",2020-08-01,0,185,10,NA,13,1122,13,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-08-01,0,23,4,NA,1,1637,9,NA,NA,NA,NA
"Normandy",2020-08-01,0,141,7,NA,0,2441,17,NA,NA,NA,NA
"Hauts-de-France",2020-08-01,1,499,41,NA,11,3556,92,NA,NA,NA,NA
"Grand Est",2020-08-01,4,610,15,NA,2,4867,44,NA,NA,NA,NA
"Pays de la Loire",2020-08-01,0,106,2,NA,6,2533,50,NA,NA,NA,NA
"Brittany",2020-08-01,0,56,3,NA,0,2579,22,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-08-01,0,57,11,NA,2,3489,23,NA,NA,NA,NA
"Occitanie",2020-08-01,0,52,9,NA,2,3329,39,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-08-01,0,319,16,NA,2,4743,59,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-08-01,0,380,20,NA,2,4666,107,NA,NA,NA,NA
"Corsica",2020-08-01,0,7,0,NA,0,263,0,NA,NA,NA,NA
"Guadeloupe",2020-08-02,0,4,0,NA,0,74,1,NA,NA,NA,NA
"Martinique",2020-08-02,0,9,4,NA,0,45,0,NA,NA,NA,NA
"French Guiana",2020-08-02,0,113,25,NA,9,88,16,NA,NA,NA,NA
"Reunion",2020-08-02,0,18,3,NA,1,404,1,NA,NA,NA,NA
"Mayotte",2020-08-02,0,10,1,NA,1,40,1,NA,NA,NA,NA
"Ile-de-France",2020-08-02,1,2596,172,NA,5,5522,109,NA,NA,NA,NA
"Centre-Val de Loire",2020-08-02,0,185,10,NA,1,376,5,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-08-02,0,23,4,NA,0,633,6,NA,NA,NA,NA
"Normandy",2020-08-02,0,141,7,NA,0,1005,11,NA,NA,NA,NA
"Hauts-de-France",2020-08-02,0,501,43,NA,2,765,12,NA,NA,NA,NA
"Grand Est",2020-08-02,0,610,15,NA,0,850,9,NA,NA,NA,NA
"Pays de la Loire",2020-08-02,0,106,2,NA,0,988,12,NA,NA,NA,NA
"Brittany",2020-08-02,0,56,3,NA,0,756,12,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-08-02,0,55,11,NA,0,1012,5,NA,NA,NA,NA
"Occitanie",2020-08-02,0,52,9,NA,0,1052,16,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-08-02,0,320,16,NA,2,1287,12,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-08-02,0,382,20,NA,4,1245,15,NA,NA,NA,NA
"Corsica",2020-08-02,0,7,0,NA,0,58,1,NA,NA,NA,NA
"Guadeloupe",2020-08-03,0,4,0,NA,0,730,8,NA,NA,NA,NA
"Martinique",2020-08-03,0,9,4,NA,0,612,11,NA,NA,NA,NA
"French Guiana",2020-08-03,0,129,27,NA,24,619,57,NA,NA,NA,NA
"Reunion",2020-08-03,0,18,3,NA,0,1991,6,NA,NA,NA,NA
"Mayotte",2020-08-03,0,11,1,NA,1,174,17,NA,NA,NA,NA
"Ile-de-France",2020-08-03,12,2556,174,NA,45,26070,699,NA,NA,NA,NA
"Centre-Val de Loire",2020-08-03,0,186,10,NA,2,2785,41,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-08-03,0,21,4,NA,3,3318,31,NA,NA,NA,NA
"Normandy",2020-08-03,1,136,5,NA,2,3847,27,NA,NA,NA,NA
"Hauts-de-France",2020-08-03,5,497,42,NA,11,9191,207,NA,NA,NA,NA
"Grand Est",2020-08-03,1,603,14,NA,3,8402,107,NA,NA,NA,NA
"Pays de la Loire",2020-08-03,1,115,10,NA,12,6213,84,NA,NA,NA,NA
"Brittany",2020-08-03,0,58,8,NA,4,5715,78,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-08-03,0,55,11,NA,1,7457,42,NA,NA,NA,NA
"Occitanie",2020-08-03,1,53,11,NA,5,9914,136,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-08-03,1,310,16,NA,10,10249,145,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-08-03,0,389,20,NA,19,12207,297,NA,NA,NA,NA
"Corsica",2020-08-03,0,7,0,NA,0,567,3,NA,NA,NA,NA
"Guadeloupe",2020-08-04,0,4,0,NA,0,567,4,NA,NA,NA,NA
"Martinique",2020-08-04,1,8,3,NA,0,424,28,NA,NA,NA,NA
