"reg_name","date","n_hospital_deaths","all_hosp_occupancy","icu_occupancy","general_beds_occupancy","new_hospital_admissions_allage","n_negatives_reg_both_sex","n_positives_reg_both_sex","n_tests_no_variant_dep_7day_allage","n_tests_other_variant_dep_7day","n_tests_sa_brazil_susp_dep_7day","n_tests_uk_susp_dep_7day_allage"
"Bourgogne-Franche-Comte",2020-09-25,2,110,17,NA,24,7530,270,NA,NA,NA,NA
"Normandy",2020-09-25,4,212,31,NA,32,7917,477,NA,NA,NA,NA
"Hauts-de-France",2020-09-25,5,573,86,NA,53,20244,1386,NA,NA,NA,NA
"Grand Est",2020-09-25,1,277,35,NA,22,14715,360,NA,NA,NA,NA
"Pays de la Loire",2020-09-25,0,168,23,NA,16,9491,395,NA,NA,NA,NA
"Brittany",2020-09-25,2,181,13,NA,7,7372,320,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-09-25,9,300,59,NA,28,14451,720,NA,NA,NA,NA
"Occitanie",2020-09-25,1,349,99,NA,36,19815,1164,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-09-25,9,793,130,NA,68,22213,1765,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-09-25,8,788,168,NA,102,20234,1044,NA,NA,NA,NA
"Corsica",2020-09-25,0,28,4,NA,2,1114,30,NA,NA,NA,NA
"Guadeloupe",2020-09-26,1,144,28,NA,18,162,31,NA,NA,NA,NA
"Martinique",2020-09-26,1,28,11,NA,2,213,17,NA,NA,NA,NA
"French Guiana",2020-09-26,0,20,7,NA,1,297,23,NA,NA,NA,NA
"Reunion",2020-09-26,1,63,18,NA,1,1230,26,NA,NA,NA,NA
"Mayotte",2020-09-26,0,9,4,NA,1,94,7,NA,NA,NA,NA
"Ile-de-France",2020-09-26,11,1956,343,NA,128,15964,1447,NA,NA,NA,NA
"Centre-Val de Loire",2020-09-26,1,132,19,NA,9,2375,85,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-09-26,0,117,19,NA,12,3749,163,NA,NA,NA,NA
"Normandy",2020-09-26,2,218,33,NA,22,3149,187,NA,NA,NA,NA
"Hauts-de-France",2020-09-26,2,574,96,NA,44,8047,576,NA,NA,NA,NA
"Grand Est",2020-09-26,2,265,34,NA,15,7023,180,NA,NA,NA,NA
"Pays de la Loire",2020-09-26,2,166,21,NA,15,4084,151,NA,NA,NA,NA
"Brittany",2020-09-26,1,184,13,NA,10,3691,150,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-09-26,3,302,57,NA,24,5912,295,NA,NA,NA,NA
"Occitanie",2020-09-26,1,353,101,NA,36,7245,498,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-09-26,4,820,126,NA,72,8459,573,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-09-26,5,779,172,NA,93,5825,284,NA,NA,NA,NA
"Corsica",2020-09-26,2,24,3,NA,0,434,4,NA,NA,NA,NA
"Guadeloupe",2020-09-27,0,144,28,NA,0,103,22,NA,NA,NA,NA
"Martinique",2020-09-27,0,31,15,NA,5,65,0,NA,NA,NA,NA
"French Guiana",2020-09-27,0,22,6,NA,2,71,7,NA,NA,NA,NA
"Reunion",2020-09-27,1,59,17,NA,1,431,26,NA,NA,NA,NA
"Mayotte",2020-09-27,0,8,4,NA,0,46,4,NA,NA,NA,NA
"Ile-de-France",2020-09-27,11,1988,339,NA,87,5033,401,NA,NA,NA,NA
"Centre-Val de Loire",2020-09-27,0,133,19,NA,1,634,21,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-09-27,0,119,20,NA,2,938,44,NA,NA,NA,NA
"Normandy",2020-09-27,1,225,35,NA,10,1360,94,NA,NA,NA,NA
"Hauts-de-France",2020-09-27,2,586,97,NA,22,1464,123,NA,NA,NA,NA
"Grand Est",2020-09-27,1,267,34,NA,5,1198,22,NA,NA,NA,NA
"Pays de la Loire",2020-09-27,0,164,20,NA,1,1032,38,NA,NA,NA,NA
"Brittany",2020-09-27,0,188,14,NA,4,1117,41,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-09-27,3,299,54,NA,6,1587,80,NA,NA,NA,NA
"Occitanie",2020-09-27,1,362,106,NA,13,2193,196,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-09-27,3,839,131,NA,46,2101,146,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-09-27,4,777,170,NA,36,1595,83,NA,NA,NA,NA
"Corsica",2020-09-27,0,24,3,NA,0,88,2,NA,NA,NA,NA
"Guadeloupe",2020-09-28,3,134,29,NA,0,899,219,NA,NA,NA,NA
"Martinique",2020-09-28,0,31,15,NA,0,822,60,NA,NA,NA,NA
"French Guiana",2020-09-28,0,22,6,NA,1,670,41,NA,NA,NA,NA
"Reunion",2020-09-28,1,61,16,NA,6,2839,100,NA,NA,NA,NA
"Mayotte",2020-09-28,0,8,4,NA,0,326,21,NA,NA,NA,NA
"Ile-de-France",2020-09-28,25,2046,358,NA,192,39511,4164,NA,NA,NA,NA
"Centre-Val de Loire",2020-09-28,1,135,17,NA,10,5760,291,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-09-28,1,112,21,NA,13,7730,328,NA,NA,NA,NA
"Normandy",2020-09-28,3,239,37,NA,26,7047,437,NA,NA,NA,NA
"Hauts-de-France",2020-09-28,3,613,102,NA,51,20046,1547,NA,NA,NA,NA
"Grand Est",2020-09-28,3,272,36,NA,25,16057,417,NA,NA,NA,NA
"Pays de la Loire",2020-09-28,1,179,22,NA,23,9722,432,NA,NA,NA,NA
"Brittany",2020-09-28,2,193,16,NA,10,8521,347,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-09-28,6,325,55,NA,48,14806,776,NA,NA,NA,NA
"Occitanie",2020-09-28,6,385,108,NA,47,20456,1237,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-09-28,13,839,143,NA,86,23379,1949,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-09-28,13,779,170,NA,80,21945,1184,NA,NA,NA,NA
"Corsica",2020-09-28,0,24,3,NA,1,1135,24,NA,NA,NA,NA
"Guadeloupe",2020-09-29,6,164,33,NA,44,847,157,NA,NA,NA,NA
"Martinique",2020-09-29,0,32,16,NA,4,730,73,NA,NA,NA,NA
"French Guiana",2020-09-29,1,20,5,NA,5,602,23,NA,NA,NA,NA
"Reunion",2020-09-29,2,53,16,NA,3,2168,55,NA,NA,NA,NA
"Mayotte",2020-09-29,1,9,3,NA,4,183,17,NA,NA,NA,NA
"Ile-de-France",2020-09-29,11,2082,377,NA,217,36525,4140,NA,NA,NA,NA
"Centre-Val de Loire",2020-09-29,2,132,16,NA,11,5834,293,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-09-29,0,120,24,NA,15,6873,279,NA,NA,NA,NA
"Normandy",2020-09-29,1,252,41,NA,31,6904,461,NA,NA,NA,NA
"Hauts-de-France",2020-09-29,6,618,108,NA,55,17582,1340,NA,NA,NA,NA
"Grand Est",2020-09-29,3,274,35,NA,20,13777,339,NA,NA,NA,NA
"Pays de la Loire",2020-09-29,0,180,19,NA,19,8583,384,NA,NA,NA,NA
"Brittany",2020-09-29,3,190,13,NA,11,7419,329,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-09-29,2,325,58,NA,30,13240,633,NA,NA,NA,NA
"Occitanie",2020-09-29,3,393,121,NA,57,17905,1192,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-09-29,9,831,141,NA,93,21133,1849,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-09-29,9,783,169,NA,76,19205,1048,NA,NA,NA,NA
"Corsica",2020-09-29,0,24,3,NA,3,1056,28,NA,NA,NA,NA
"Guadeloupe",2020-09-30,5,164,27,NA,21,741,161,NA,NA,NA,NA
"Martinique",2020-09-30,0,34,16,NA,2,754,80,NA,NA,NA,NA
"French Guiana",2020-09-30,0,21,5,NA,4,584,10,NA,NA,NA,NA
"Reunion",2020-09-30,0,53,16,NA,6,1857,80,NA,NA,NA,NA
"Mayotte",2020-09-30,0,9,3,NA,0,208,21,NA,NA,NA,NA
"Ile-de-France",2020-09-30,20,2113,384,NA,217,36813,4168,NA,NA,NA,NA
"Centre-Val de Loire",2020-09-30,3,140,17,NA,22,5625,263,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-09-30,3,120,28,NA,25,6428,370,NA,NA,NA,NA
"Normandy",2020-09-30,1,251,43,NA,28,6896,488,NA,NA,NA,NA
"Hauts-de-France",2020-09-30,6,648,109,NA,56,16718,1457,NA,NA,NA,NA
"Grand Est",2020-09-30,3,269,38,NA,22,12414,437,NA,NA,NA,NA
"Pays de la Loire",2020-09-30,0,184,21,NA,17,7116,352,NA,NA,NA,NA
"Brittany",2020-09-30,1,191,17,NA,7,6926,303,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-09-30,5,317,56,NA,18,12894,642,NA,NA,NA,NA
"Occitanie",2020-09-30,5,419,130,NA,56,17099,1158,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-09-30,6,837,147,NA,74,19237,2076,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-09-30,5,776,171,NA,71,18126,1062,NA,NA,NA,NA
"Corsica",2020-09-30,0,26,4,NA,4,950,18,NA,NA,NA,NA
"Guadeloupe",2020-10-01,1,162,25,NA,8,742,150,NA,NA,NA,NA
"Martinique",2020-10-01,0,34,16,NA,0,779,47,NA,NA,NA,NA
"French Guiana",2020-10-01,1,23,4,NA,12,403,33,NA,NA,NA,NA
"Reunion",2020-10-01,0,53,15,NA,3,1936,70,NA,NA,NA,NA
"Mayotte",2020-10-01,0,9,3,NA,0,203,23,NA,NA,NA,NA
"Ile-de-France",2020-10-01,15,2159,399,NA,195,36497,4706,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-01,3,133,21,NA,14,5648,311,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-01,2,116,30,NA,8,6393,327,NA,NA,NA,NA
"Normandy",2020-10-01,2,258,42,NA,20,6637,529,NA,NA,NA,NA
"Hauts-de-France",2020-10-01,2,663,123,NA,58,17515,1651,NA,NA,NA,NA
"Grand Est",2020-10-01,2,295,44,NA,43,12907,499,NA,NA,NA,NA
"Pays de la Loire",2020-10-01,2,177,23,NA,14,8572,472,NA,NA,NA,NA
"Brittany",2020-10-01,2,190,19,NA,15,6689,355,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-01,4,334,59,NA,37,12365,735,NA,NA,NA,NA
"Occitanie",2020-10-01,3,426,126,NA,49,16998,1325,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-01,16,822,143,NA,82,20047,2049,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-01,7,755,162,NA,67,18039,1122,NA,NA,NA,NA
"Corsica",2020-10-01,1,25,5,NA,1,1050,31,NA,NA,NA,NA
"Guadeloupe",2020-10-02,1,176,27,NA,36,453,67,NA,NA,NA,NA
"Martinique",2020-10-02,0,31,15,NA,0,623,49,NA,NA,NA,NA
"French Guiana",2020-10-02,0,22,4,NA,1,550,33,NA,NA,NA,NA
"Reunion",2020-10-02,0,53,16,NA,5,1976,61,NA,NA,NA,NA
"Mayotte",2020-10-02,0,9,3,NA,1,260,28,NA,NA,NA,NA
"Ile-de-France",2020-10-02,14,2210,394,NA,202,38594,5040,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-02,0,143,24,NA,16,5537,332,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-02,1,121,29,NA,20,7184,387,NA,NA,NA,NA
"Normandy",2020-10-02,2,257,48,NA,31,7465,649,NA,NA,NA,NA
"Hauts-de-France",2020-10-02,6,642,127,NA,66,19152,1893,NA,NA,NA,NA
"Grand Est",2020-10-02,4,277,46,NA,23,14607,523,NA,NA,NA,NA
"Pays de la Loire",2020-10-02,1,187,21,NA,22,8952,582,NA,NA,NA,NA
"Brittany",2020-10-02,1,183,18,NA,5,7138,353,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-02,4,338,53,NA,39,13377,730,NA,NA,NA,NA
"Occitanie",2020-10-02,4,443,127,NA,45,18903,1478,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-02,3,843,149,NA,108,23045,2443,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-02,6,780,162,NA,101,17941,1321,NA,NA,NA,NA
"Corsica",2020-10-02,0,25,7,NA,0,1128,29,NA,NA,NA,NA
"Guadeloupe",2020-10-03,3,185,27,NA,23,145,27,NA,NA,NA,NA
"Martinique",2020-10-03,0,34,15,NA,3,214,18,NA,NA,NA,NA
"French Guiana",2020-10-03,0,22,4,NA,3,287,17,NA,NA,NA,NA
"Reunion",2020-10-03,0,51,14,NA,4,1322,30,NA,NA,NA,NA
"Mayotte",2020-10-03,0,10,3,NA,1,86,3,NA,NA,NA,NA
"Ile-de-France",2020-10-03,13,2201,393,NA,136,16316,2403,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-03,2,142,27,NA,11,2351,171,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-03,1,124,29,NA,9,3734,203,NA,NA,NA,NA
"Normandy",2020-10-03,5,245,47,NA,18,3588,296,NA,NA,NA,NA
"Hauts-de-France",2020-10-03,4,648,129,NA,55,8260,820,NA,NA,NA,NA
"Grand Est",2020-10-03,0,275,44,NA,13,7564,322,NA,NA,NA,NA
"Pays de la Loire",2020-10-03,2,180,24,NA,16,4404,317,NA,NA,NA,NA
"Brittany",2020-10-03,0,177,20,NA,8,3513,212,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-03,4,338,56,NA,21,5928,346,NA,NA,NA,NA
"Occitanie",2020-10-03,2,440,132,NA,45,7593,707,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-03,8,846,152,NA,69,9153,865,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-03,2,798,167,NA,97,5449,349,NA,NA,NA,NA
"Corsica",2020-10-03,0,24,6,NA,0,419,7,NA,NA,NA,NA
"Guadeloupe",2020-10-04,0,189,30,NA,9,94,27,NA,NA,NA,NA
"Martinique",2020-10-04,0,34,15,NA,3,46,3,NA,NA,NA,NA
"French Guiana",2020-10-04,0,23,4,NA,1,98,13,NA,NA,NA,NA
"Reunion",2020-10-04,0,53,15,NA,3,335,4,NA,NA,NA,NA
"Mayotte",2020-10-04,0,10,3,NA,0,78,1,NA,NA,NA,NA
"Ile-de-France",2020-10-04,5,2259,402,NA,109,5395,634,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-04,2,146,25,NA,7,643,41,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-04,1,130,30,NA,7,1082,34,NA,NA,NA,NA
"Normandy",2020-10-04,2,255,53,NA,15,1481,146,NA,NA,NA,NA
"Hauts-de-France",2020-10-04,2,656,131,NA,15,2364,283,NA,NA,NA,NA
"Grand Est",2020-10-04,1,281,44,NA,18,1117,43,NA,NA,NA,NA
"Pays de la Loire",2020-10-04,0,183,26,NA,5,967,36,NA,NA,NA,NA
"Brittany",2020-10-04,1,171,18,NA,2,1000,52,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-04,4,374,65,NA,55,1460,96,NA,NA,NA,NA
"Occitanie",2020-10-04,3,457,135,NA,36,2099,189,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-04,9,876,159,NA,61,2165,217,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-04,2,842,173,NA,71,1645,114,NA,NA,NA,NA
"Corsica",2020-10-04,0,25,7,NA,1,95,6,NA,NA,NA,NA
"Guadeloupe",2020-10-05,1,189,29,NA,1,745,133,NA,NA,NA,NA
"Martinique",2020-10-05,0,42,15,NA,8,822,81,NA,NA,NA,NA
"French Guiana",2020-10-05,0,23,5,NA,2,552,17,NA,NA,NA,NA
"Reunion",2020-10-05,0,53,14,NA,1,2410,74,NA,NA,NA,NA
"Mayotte",2020-10-05,0,9,3,NA,0,331,17,NA,NA,NA,NA
"Ile-de-France",2020-10-05,24,2361,438,NA,241,43671,6993,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-05,2,149,25,NA,15,6678,459,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-05,0,134,31,NA,13,7878,487,NA,NA,NA,NA
"Normandy",2020-10-05,4,267,54,NA,32,7850,783,NA,NA,NA,NA
"Hauts-de-France",2020-10-05,6,696,136,NA,73,20023,2155,NA,NA,NA,NA
"Grand Est",2020-10-05,1,288,45,NA,19,16631,856,NA,NA,NA,NA
"Pays de la Loire",2020-10-05,2,191,28,NA,19,10993,736,NA,NA,NA,NA
"Brittany",2020-10-05,0,183,20,NA,13,7789,464,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-05,3,395,70,NA,40,14539,964,NA,NA,NA,NA
"Occitanie",2020-10-05,8,475,137,NA,52,21129,1873,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-05,12,927,168,NA,111,26565,3335,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-05,6,870,184,NA,69,20790,1708,NA,NA,NA,NA
"Corsica",2020-10-05,0,24,7,NA,1,1276,43,NA,NA,NA,NA
"Guadeloupe",2020-10-06,8,202,29,NA,35,600,122,NA,NA,NA,NA
"Martinique",2020-10-06,0,42,15,NA,0,640,82,NA,NA,NA,NA
"French Guiana",2020-10-06,2,24,6,NA,8,609,31,NA,NA,NA,NA
"Reunion",2020-10-06,0,52,15,NA,2,1670,45,NA,NA,NA,NA
"Mayotte",2020-10-06,0,10,3,NA,1,191,20,NA,NA,NA,NA
"Ile-de-France",2020-10-06,15,2408,455,NA,252,40614,6368,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-06,1,153,28,NA,23,6260,451,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-06,0,146,28,NA,27,7156,389,NA,NA,NA,NA
"Normandy",2020-10-06,4,261,51,NA,17,7811,782,NA,NA,NA,NA
"Hauts-de-France",2020-10-06,10,717,138,NA,91,18053,2103,NA,NA,NA,NA
"Grand Est",2020-10-06,1,285,44,NA,39,15275,807,NA,NA,NA,NA
"Pays de la Loire",2020-10-06,4,195,22,NA,24,9486,557,NA,NA,NA,NA
"Brittany",2020-10-06,1,187,21,NA,15,7147,417,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-06,0,390,70,NA,24,13360,834,NA,NA,NA,NA
"Occitanie",2020-10-06,2,489,136,NA,58,18401,1697,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-06,5,945,170,NA,116,23785,3264,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-06,10,848,179,NA,97,18744,1441,NA,NA,NA,NA
"Corsica",2020-10-06,0,23,7,NA,0,980,46,NA,NA,NA,NA
"Guadeloupe",2020-10-07,3,202,27,NA,13,555,85,NA,NA,NA,NA
"Martinique",2020-10-07,1,42,17,NA,4,757,77,NA,NA,NA,NA
"French Guiana",2020-10-07,0,27,6,NA,4,518,28,NA,NA,NA,NA
"Reunion",2020-10-07,2,44,13,NA,1,1623,60,NA,NA,NA,NA
"Mayotte",2020-10-07,0,11,5,NA,2,247,26,NA,NA,NA,NA
"Ile-de-France",2020-10-07,21,2493,453,NA,279,41176,6588,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-07,1,157,28,NA,17,5212,354,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-07,5,142,30,NA,19,6813,579,NA,NA,NA,NA
"Normandy",2020-10-07,0,285,55,NA,37,7571,799,NA,NA,NA,NA
"Hauts-de-France",2020-10-07,11,751,131,NA,87,18047,2309,NA,NA,NA,NA
"Grand Est",2020-10-07,5,269,44,NA,27,14822,850,NA,NA,NA,NA
"Pays de la Loire",2020-10-07,3,198,20,NA,24,8635,643,NA,NA,NA,NA
"Brittany",2020-10-07,0,185,18,NA,7,7163,366,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-07,5,378,68,NA,31,13067,850,NA,NA,NA,NA
"Occitanie",2020-10-07,3,493,130,NA,38,17976,1929,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-07,13,987,174,NA,125,23534,3443,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-07,7,823,180,NA,70,17545,1411,NA,NA,NA,NA
"Corsica",2020-10-07,0,27,7,NA,4,981,51,NA,NA,NA,NA
"Guadeloupe",2020-10-08,4,198,24,NA,15,638,135,NA,NA,NA,NA
"Martinique",2020-10-08,0,42,17,NA,1,758,94,NA,NA,NA,NA
"French Guiana",2020-10-08,0,24,6,NA,2,368,19,NA,NA,NA,NA
"Reunion",2020-10-08,0,48,12,NA,5,1582,49,NA,NA,NA,NA
"Mayotte",2020-10-08,0,11,5,NA,1,270,19,NA,NA,NA,NA
"Ile-de-France",2020-10-08,24,2506,448,NA,201,43965,7132,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-08,2,162,27,NA,12,6431,505,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-08,2,148,31,NA,19,7121,528,NA,NA,NA,NA
"Normandy",2020-10-08,3,302,62,NA,42,8043,792,NA,NA,NA,NA
"Hauts-de-France",2020-10-08,5,769,129,NA,67,20503,2551,NA,NA,NA,NA
"Grand Est",2020-10-08,3,265,39,NA,23,15685,954,NA,NA,NA,NA
"Pays de la Loire",2020-10-08,2,203,25,NA,19,9884,751,NA,NA,NA,NA
"Brittany",2020-10-08,2,185,19,NA,14,7126,432,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-08,5,389,67,NA,33,13446,962,NA,NA,NA,NA
"Occitanie",2020-10-08,4,522,136,NA,72,19375,1918,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-08,11,978,178,NA,97,24918,3888,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-08,9,823,187,NA,85,19548,1477,NA,NA,NA,NA
"Corsica",2020-10-08,0,28,6,NA,3,973,63,NA,NA,NA,NA
"Guadeloupe",2020-10-09,4,185,26,NA,13,475,71,NA,NA,NA,NA
"Martinique",2020-10-09,0,47,18,NA,8,811,101,NA,NA,NA,NA
"French Guiana",2020-10-09,0,23,6,NA,1,476,20,NA,NA,NA,NA
"Reunion",2020-10-09,0,53,11,NA,6,1989,68,NA,NA,NA,NA
"Mayotte",2020-10-09,0,9,4,NA,0,211,35,NA,NA,NA,NA
"Ile-de-France",2020-10-09,17,2571,451,NA,250,46955,6970,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-09,1,174,34,NA,26,7294,527,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-09,5,148,32,NA,15,8691,712,NA,NA,NA,NA
"Normandy",2020-10-09,2,314,53,NA,39,9114,829,NA,NA,NA,NA
"Hauts-de-France",2020-10-09,4,801,135,NA,88,23010,2706,NA,NA,NA,NA
"Grand Est",2020-10-09,2,278,41,NA,36,18869,1101,NA,NA,NA,NA
"Pays de la Loire",2020-10-09,2,205,22,NA,28,10729,735,NA,NA,NA,NA
"Brittany",2020-10-09,1,184,18,NA,16,7857,499,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-09,2,386,62,NA,29,15224,965,NA,NA,NA,NA
"Occitanie",2020-10-09,3,556,149,NA,67,22388,2347,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-09,13,1046,182,NA,144,29688,4315,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-09,6,833,188,NA,79,21476,1724,NA,NA,NA,NA
"Corsica",2020-10-09,0,30,7,NA,3,1230,72,NA,NA,NA,NA
"Guadeloupe",2020-10-10,2,179,22,NA,15,155,33,NA,NA,NA,NA
"Martinique",2020-10-10,0,49,18,NA,6,243,41,NA,NA,NA,NA
"French Guiana",2020-10-10,0,22,6,NA,4,273,7,NA,NA,NA,NA
"Reunion",2020-10-10,1,49,10,NA,3,1132,27,NA,NA,NA,NA
"Mayotte",2020-10-10,0,10,4,NA,1,131,3,NA,NA,NA,NA
"Ile-de-France",2020-10-10,14,2587,463,NA,174,20136,3130,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-10,1,177,37,NA,9,3790,317,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-10,0,160,30,NA,18,4351,329,NA,NA,NA,NA
"Normandy",2020-10-10,3,321,56,NA,22,3873,465,NA,NA,NA,NA
"Hauts-de-France",2020-10-10,7,832,139,NA,86,11908,1606,NA,NA,NA,NA
"Grand Est",2020-10-10,2,288,40,NA,28,8749,516,NA,NA,NA,NA
"Pays de la Loire",2020-10-10,1,202,23,NA,19,5631,433,NA,NA,NA,NA
"Brittany",2020-10-10,1,183,18,NA,7,4159,357,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-10,2,395,60,NA,30,7107,547,NA,NA,NA,NA
"Occitanie",2020-10-10,2,572,150,NA,69,8750,1140,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-10,8,1083,187,NA,130,11322,1576,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-10,10,838,186,NA,71,6844,566,NA,NA,NA,NA
"Corsica",2020-10-10,0,29,7,NA,2,454,24,NA,NA,NA,NA
"Guadeloupe",2020-10-11,1,187,24,NA,10,84,15,NA,NA,NA,NA
"Martinique",2020-10-11,2,49,18,NA,4,53,6,NA,NA,NA,NA
"French Guiana",2020-10-11,0,22,6,NA,0,75,2,NA,NA,NA,NA
"Reunion",2020-10-11,0,52,11,NA,6,296,5,NA,NA,NA,NA
"Mayotte",2020-10-11,0,10,4,NA,1,35,0,NA,NA,NA,NA
"Ile-de-France",2020-10-11,11,2653,470,NA,133,6349,822,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-11,1,179,37,NA,8,1484,130,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-11,1,168,30,NA,12,1124,67,NA,NA,NA,NA
"Normandy",2020-10-11,5,344,59,NA,43,2005,244,NA,NA,NA,NA
"Hauts-de-France",2020-10-11,5,840,139,NA,30,3486,580,NA,NA,NA,NA
"Grand Est",2020-10-11,2,298,45,NA,18,1209,75,NA,NA,NA,NA
"Pays de la Loire",2020-10-11,1,203,22,NA,12,1469,87,NA,NA,NA,NA
"Brittany",2020-10-11,0,192,19,NA,10,1353,87,NA,NA,NA,NA
"Nouvelle-Aquitaine",2020-10-11,1,404,61,NA,23,1758,98,NA,NA,NA,NA
"Occitanie",2020-10-11,7,584,146,NA,34,2350,321,NA,NA,NA,NA
"Auvergne-Rhone-Alpes",2020-10-11,6,1141,198,NA,84,2496,426,NA,NA,NA,NA
"Provence-Alpes-Cote d'Azur",2020-10-11,3,873,187,NA,71,1616,170,NA,NA,NA,NA
"Corsica",2020-10-11,0,32,7,NA,4,104,4,NA,NA,NA,NA
"Guadeloupe",2020-10-12,2,186,22,NA,1,668,96,NA,NA,NA,NA
"Martinique",2020-10-12,0,52,19,NA,7,748,102,NA,NA,NA,NA
"French Guiana",2020-10-12,0,22,6,NA,1,509,18,NA,NA,NA,NA
"Reunion",2020-10-12,0,54,11,NA,4,1936,54,NA,NA,NA,NA
"Mayotte",2020-10-12,0,11,3,NA,1,441,46,NA,NA,NA,NA
"Ile-de-France",2020-10-12,32,2697,478,NA,233,53947,9003,NA,NA,NA,NA
"Centre-Val de Loire",2020-10-12,2,187,41,NA,23,7055,602,NA,NA,NA,NA
"Bourgogne-Franche-Comte",2020-10-12,3,184,30,NA,27,9716,961,NA,NA,NA,NA
"Normandy",2020-10-12,2,365,61,NA,39,9514,1015,NA,NA,NA,NA
"Hauts-de-France",2020-10-12,8,905,147,NA,112,25671,3541,NA,NA,NA,NA
